instance,family,strategy,feasible,vehicle_count,total_distance,total_waiting,total_load,capacity_vehicle_lower_bound,vehicle_excess_over_capacity_lb,duplicate_customers,missing_customers,infeasible_routes,runtime_seconds,new_routes_created
RC2_10_4,RC2,earliest_due,True,18,26203.934090867915,52482.718693984476,17822.0,18,0,0,0,0,4.52008280006703,18
RC2_10_4,RC2,earliest_ready,True,29,39611.28165873303,67823.59278820365,17822.0,18,11,0,0,0,3.513247500057332,29
RC2_10_4,RC2,largest_demand,True,28,43876.8974405706,82040.86797408524,17822.0,18,10,0,0,0,4.04136760008987,28
RC2_10_4,RC2,farthest_from_depot,True,21,23599.602677054143,81834.42957017978,17822.0,18,3,0,0,0,4.684392299968749,21
RC2_10_5,RC2,earliest_due,True,25,48459.71816142845,82028.3657511736,17822.0,18,7,0,0,0,4.954729899996892,25
RC2_10_5,RC2,earliest_ready,True,34,51599.092377692046,131843.0778781902,17822.0,18,16,0,0,0,5.191418300033547,34
RC2_10_5,RC2,largest_demand,True,33,51227.65913870545,126765.02554258327,17822.0,18,15,0,0,0,4.389340399997309,33
RC2_10_5,RC2,farthest_from_depot,True,25,38090.26450338123,107180.92139029775,17822.0,18,7,0,0,0,4.552582000032999,25
RC2_10_6,RC2,earliest_due,True,28,51536.607966136755,96649.19082852361,17822.0,18,10,0,0,0,4.947527299984358,28
RC2_10_6,RC2,earliest_ready,True,28,51536.607966136755,96649.19082852361,17822.0,18,10,0,0,0,4.964490299928002,28
RC2_10_6,RC2,largest_demand,True,33,52508.244123493976,121605.71179287563,17822.0,18,15,0,0,0,4.421438099932857,33
RC2_10_6,RC2,farthest_from_depot,True,22,40954.784949381756,87482.38651320763,17822.0,18,4,0,0,0,4.185737599967979,22
RC2_10_7,RC2,earliest_due,True,25,51697.83556867499,81497.56181538389,17822.0,18,7,0,0,0,4.982301500043832,25
RC2_10_7,RC2,earliest_ready,True,33,52373.3869374134,108346.61184634427,17822.0,18,15,0,0,0,5.413079999969341,33
RC2_10_7,RC2,largest_demand,True,32,55520.210729845465,108514.46535845422,17822.0,18,14,0,0,0,4.3029793000314385,32
RC2_10_7,RC2,farthest_from_depot,True,22,38569.14355664288,87693.70611548446,17822.0,18,4,0,0,0,4.233136199996807,22
RC2_10_8,RC2,earliest_due,True,23,49080.05099495148,67703.41917714011,17822.0,18,5,0,0,0,4.765936899930239,23
RC2_10_8,RC2,earliest_ready,True,33,53135.25247453418,117761.92546989748,17822.0,18,15,0,0,0,5.229783599963412,33
RC2_10_8,RC2,largest_demand,True,32,57853.19151406297,109115.48921748668,17822.0,18,14,0,0,0,4.43407690001186,32
RC2_10_8,RC2,farthest_from_depot,True,21,39346.77778568732,80999.86970239923,17822.0,18,3,0,0,0,3.9846736999461427,21
RC2_10_9,RC2,earliest_due,True,24,51108.07602107686,75785.11783179994,17822.0,18,6,0,0,0,4.777839099988341,24
RC2_10_9,RC2,earliest_ready,True,24,51108.07602107686,75785.11783179994,17822.0,18,6,0,0,0,4.772250999929383,24
RC2_10_9,RC2,largest_demand,True,33,61278.09109954605,111345.84362222844,17822.0,18,15,0,0,0,4.40502489998471,33
RC2_10_9,RC2,farthest_from_depot,True,20,41554.4442466359,73593.6642959938,17822.0,18,2,0,0,0,4.07440130005125,20
RC2_10_10,RC2,earliest_due,True,23,51485.157105966246,59335.85650057835,17822.0,18,5,0,0,0,4.646934999967925,23
RC2_10_10,RC2,earliest_ready,True,23,51485.157105966246,59335.85650057835,17822.0,18,5,0,0,0,4.724287700024433,23
RC2_10_10,RC2,largest_demand,True,29,60905.84068997022,82731.55575247468,17822.0,18,11,0,0,0,4.256873199949041,29
RC2_10_10,RC2,farthest_from_depot,True,19,39018.023882621485,67364.73599657793,17822.0,18,1,0,0,0,3.9261736000189558,19
